agent_name,agent_id,agency_name,agency_id,commission_period,commission_amount,plan_name,is_adjusted,effective_date,term_date,carrier_name,description
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
"Shelly Johnston Dba Mcgrath, Fernandez And Cohen",,Unknown-Name,,2024-06,21.25,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicole Jonathan Mcclure Dba Ruiz-huff,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Austin Davis,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-02,-102.09,Healthfirst Signature (HMO),True,,2024-05-31,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-02,-356.41,Healthfirst Signature (HMO),True,,2024-05-31,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,356.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Samuel Ochoa,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Colleen Michelle Butler,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Mary Wright,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kevin Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Cynthia Smith Contreras Patel,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jonathan Rios,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Bradley Torres,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Thomas Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Javier Meyers,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Richard Mcclure,,Unknown-Name,,2024-02,175.0,,True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Nicole Jonathan Mcclure Dba Ruiz-huff,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-05,-145.83,Healthfirst Increased Benefits Plan (HMO),True,,2024-06-30,Healthfirst,
Brandy Hannah,,Unknown-Name,,2024-05,-509.17,Healthfirst Increased Benefits Plan (HMO),True,,2024-06-30,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,175.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,611.0,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Diana Hayes Wilson Consulting Cherry Flowers Inc,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Mark Jacobs,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
David Lambert,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Kathy Jones,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Bradley Torres,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Paul Hooper,,Unknown-Name,,2024-03,-255.0,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-05-31,Healthfirst,DISENROLLMENT BECAUSE OF ENROLLMENT IN ANOTHER PLAN (13)
Delta Care Corporation,,Delta Care Corporation,,2024-03,-145.83,Healthfirst Life Improvement Plan (HMO SNP),True,,2024-05-31,Healthfirst,DISENROLLMENT BECAUSE OF ENROLLMENT IN ANOTHER PLAN (13)
Jeffrey Anderson,,Unknown-Name,,2024-06,21.25,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patty Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jonathan Hartman,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Fisher,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Brittany Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Elizabeth Roth,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Brittany Wells,,Unknown-Name,,2024-06,21.25,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Mitchell,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
James Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jose Ward Smith,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
James Gregory Martinez,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Francisco Mullins,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Tammy Moore Brady,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Jennifer Jackson,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Daniel Holland Parks,,Unknown-Name,,2024-06,25.5,Healthfirst Signature (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Signature (HMO),True,,,Healthfirst,
Todd Scott,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,102.08,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,178.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Benjamin Hensley,,Unknown-Name,,2024-06,25.5,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Increased Benefits Plan (HMO),True,,,Healthfirst,
Joseph M Moore,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Jerry Mcclure,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Chelsea Butler Good Leach Senior Services Corp,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Patrick De La Evans,,Unknown-Name,,2024-06,25.5,Healthfirst CompleteCare (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Juan Jonathan Alvarado Hartman,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Delta Care Corporation,,Delta Care Corporation,,2024-06,10.42,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
Joseph Bradley Torres,,Unknown-Name,,2024-06,25.5,Healthfirst Life Improvement Plan (HMO SNP),True,,,Healthfirst,
